DocNo,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,No,TopicNo,TopicValue,Citation,Article Title,Source title,DOI,DOI Link,Source
1714,0.019646812,0.019646004,0.019643506,0.823195517,0.019645056,0.019644177,0.019643717,0.019647598,0.019644696,0.019642899,2038,4,0.823195517,Yang & Zhang (2019),Predicting PPI Based on Quantum-inspired Neural Networks,14TH INTERNATIONAL CONFERENCE ON COMPUTER SCIENCE AND EDUCATION (ICCSE 2019),,,WOS
1715,0.028571935,0.028570859,0.028571514,0.028572885,0.028569484,0.028575864,0.028571362,0.742846727,0.02857882,0.028570538,2039,8,0.742846727,Dral (2020),Quantum Chemistry in the Age of Machine Learning,JOURNAL OF PHYSICAL CHEMISTRY LETTERS,10.1021/acs.jpclett.9b03664,http://dx.doi.org/10.1021/acs.jpclett.9b03664,WOS
1716,0.020893143,0.02089026,0.020891525,0.02089387,0.020891337,0.811966538,0.020890838,0.020895535,0.020895481,0.02089145,2040,6,0.811966538,Bennett et al. (2016),BSMBench: A Flexible and Scalable HPC Benchmark from Beyond the Standard Model Physics,2016 INTERNATIONAL CONFERENCE ON HIGH PERFORMANCE COMPUTING & SIMULATION (HPCS 2016),,,WOS
1717,0.019737976,0.01972365,0.01972683,0.822458386,0.019725194,0.019728819,0.019722916,0.019726934,0.01972126,0.019728011,2041,4,0.822458386,Liu et al. (2021),A novel error-output recurrent two-layer extreme learning machine for multi-step time series prediction,SUSTAINABLE CITIES AND SOCIETY,10.1016/j.scs.2020.102613,http://dx.doi.org/10.1016/j.scs.2020.102613,WOS
1718,0.021183733,0.021182859,0.021184789,0.809339345,0.021183481,0.021185737,0.021184478,0.021185469,0.021182502,0.021187613,2042,4,0.809339345,Haner et al. (2016),High Performance Emulation of Quantum Circuits,"SC '16: PROCEEDINGS OF THE INTERNATIONAL CONFERENCE FOR HIGH PERFORMANCE COMPUTING, NETWORKING, STORAGE AND ANALYSIS",,,WOS
1719,0.022485819,0.797628701,0.022485679,0.022485007,0.02248968,0.022484887,0.022484941,0.022484917,0.022482941,0.022487449,2044,2,0.797628701,He et al. (2018),Quantum Communications via Satellite with Photon Subtraction,2018 IEEE GLOBECOM WORKSHOPS (GC WKSHPS),,,WOS
1720,0.021961173,0.021961059,0.021960875,0.021968884,0.021962689,0.02195972,0.021960694,0.802348018,0.021957772,0.021959107,2045,8,0.802348018,You & Wu (2021),Exponentially Many Local Minima in Quantum Neural Networks,"INTERNATIONAL CONFERENCE ON MACHINE LEARNING, VOL 139",,,WOS
1721,0.021672251,0.021671474,0.021671526,0.804943562,0.021675384,0.021676587,0.021671988,0.021674041,0.021670748,0.021672426,2046,4,0.804943562,Kaushik et al. (2020),QuantQueryEXP : A novel strategic approach for query expansion based on quantum computing principles,JOURNAL OF DISCRETE MATHEMATICAL SCIENCES & CRYPTOGRAPHY,10.1080/09720529.2020.1729506,http://dx.doi.org/10.1080/09720529.2020.1729506,WOS
1722,0.019069921,0.019082693,0.019071063,0.019071076,0.019073512,0.828344107,0.019071758,0.019070523,0.019073874,0.019071449,2047,6,0.828344107,Derian & Wendt (2020),'Quantizing international relations': The case for quantum approaches to international theory and security practice,SECURITY DIALOGUE,10.1177/0967010620901905,http://dx.doi.org/10.1177/0967010620901905,WOS
1723,0.020738665,0.020741278,0.020737248,0.020734953,0.020737454,0.020737117,0.020736039,0.020736016,0.020741094,0.813360155,2048,10,0.813360155,Arab et al. (2020),Recent advances in nanowire quantum dot (NWQD) single-photon emitters,QUANTUM INFORMATION PROCESSING,10.1007/s11128-019-2542-9,http://dx.doi.org/10.1007/s11128-019-2542-9,WOS
1724,0.01815916,0.018162915,0.01815871,0.018160002,0.83656162,0.018159205,0.018161351,0.018159768,0.018157654,0.018159583,2049,5,0.83656162,Wang et al. (2021),Free Space Measurement Device Independent Quantum Key Distribution with Modulating Retro-Reflectors under Correlated Turbulent Channel,ENTROPY,10.3390/e23101299,http://dx.doi.org/10.3390/e23101299,WOS
1725,0.020500986,0.020519683,0.02050199,0.020500433,0.020506475,0.020504586,0.020500099,0.020501146,0.020505741,0.815458834,2050,10,0.815458834,Chunnilall (2015),Metrology for Quantum Communications,2015 CONFERENCE ON LASERS AND ELECTRO-OPTICS (CLEO),,,WOS
1726,0.02084169,0.020843135,0.812424242,0.020841626,0.020839658,0.020840883,0.020839253,0.020847755,0.02084179,0.020839976,2051,3,0.812424242,Zarkeshian et al. (2018),Are there optical communication channels in the brain?,FRONTIERS IN BIOSCIENCE-LANDMARK,10.2741/4652,http://dx.doi.org/10.2741/4652,WOS
1727,0.023080904,0.792269588,0.02308182,0.023082454,0.023079775,0.023081539,0.02308096,0.023082342,0.023079855,0.023080761,2052,2,0.792269588,Sawerwain & Wisniewska (2019),Quantum Switch Realization by the Quantum Lyapunov Control,"COMPUTER NETWORKS, CN 2019",10.1007/978-3-030-21952-9_6,http://dx.doi.org/10.1007/978-3-030-21952-9_6,WOS
1728,0.022058053,0.022075623,0.801443934,0.022059238,0.022071606,0.022059215,0.022058677,0.022058493,0.022055728,0.022059446,2053,3,0.801443934,Davidson et al. (2020),Improved light-matter interaction for storage of quantum states of light in a thulium-doped crystal cavity,PHYSICAL REVIEW A,10.1103/PhysRevA.101.042333,http://dx.doi.org/10.1103/PhysRevA.101.042333,WOS
1729,0.021905415,0.80284524,0.021907665,0.021906672,0.021907976,0.021905003,0.02190554,0.021905009,0.021904845,0.021906655,2054,2,0.80284524,Zwerger et al. (2017),Quantum repeaters based on trapped ions with decoherence-free subspace encoding,QUANTUM SCIENCE AND TECHNOLOGY,10.1088/2058-9565/aa7983,http://dx.doi.org/10.1088/2058-9565/aa7983,WOS
1730,0.020994436,0.02098966,0.811092913,0.020988964,0.020988839,0.020987315,0.020989753,0.020989927,0.020988947,0.020989271,2056,3,0.811092913,Renaud et al. (2022),Wave mixing efficiency in InAs/GaAs semiconductor quantum dot optical amplifiers and lasers,LASER PHYSICS LETTERS,10.1088/1612-202X/ac9595,http://dx.doi.org/10.1088/1612-202X/ac9595,WOS
1731,0.023196179,0.023193941,0.023194488,0.023192547,0.023203382,0.791244507,0.02319398,0.023194296,0.023192685,0.02319398,2057,6,0.791244507,Kumar et al. (2022),Securing the future internet of things with post-quantum cryptography,SECURITY AND PRIVACY,10.1002/spy2.200,http://dx.doi.org/10.1002/spy2.200,WOS
1732,0.025963861,0.766328692,0.025961932,0.025965441,0.025971787,0.025962548,0.025961788,0.025962505,0.025959071,0.025962343,2058,2,0.766328692,Kong et al. (2022),Core and Wavelength Allocation of Sending-or-not-sending Quantum Key Distribution for Future Metropolitan Networks over Multicore Fiber,2022 OPTICAL FIBER COMMUNICATIONS CONFERENCE AND EXHIBITION (OFC),,,WOS
1733,0.022506094,0.022508414,0.022505185,0.022504898,0.797455072,0.022503233,0.022504466,0.022504499,0.022503167,0.02250497,2059,5,0.797455072,Zhang et al. (2016),A Novel Single Agent Quantum Bit Commitment Scheme,"2017 INTERNATIONAL CONFERENCE ON COMPUTING, NETWORKING AND COMMUNICATIONS (ICNC)",,,WOS
1734,0.02233381,0.022334332,0.022333845,0.022333506,0.022333656,0.022338424,0.022333913,0.798984826,0.022338301,0.022335393,2060,8,0.798984826,Ramanathan (2018),Quantum materials for brain sciences and artificial intelligence,MRS BULLETIN,10.1557/mrs.2018.147,http://dx.doi.org/10.1557/mrs.2018.147,WOS
1735,0.027225116,0.754946053,0.027227646,0.027225772,0.027224822,0.027224975,0.027237507,0.027221974,0.027223244,0.027242871,2061,2,0.754946053,Zhou et al. (2020),Multi-copy nested entanglement purification for quantum repeaters,ANNALS OF PHYSICS,10.1016/j.aop.2019.168042,http://dx.doi.org/10.1016/j.aop.2019.168042,WOS
1736,0.022812333,0.794682682,0.02281368,0.022813655,0.022815222,0.022812188,0.022812562,0.022812571,0.022812536,0.022812545,2062,2,0.794682682,Zhu & Ye (2015),Efficient entanglement purification for Greenberger-Horne-Zeilinger states via the distributed parity-check detector,OPTICS COMMUNICATIONS,10.1016/j.optcom.2014.07.090,http://dx.doi.org/10.1016/j.optcom.2014.07.090,WOS
1737,0.022061108,0.022060586,0.022060025,0.022060439,0.80145359,0.022062803,0.022060771,0.022060975,0.022059027,0.022060677,2063,5,0.80145359,Huang et al. (2021),Realizing a Downstream-Access Network Using Continuous-Variable Quantum Key Distribution,PHYSICAL REVIEW APPLIED,10.1103/PhysRevApplied.16.064051,http://dx.doi.org/10.1103/PhysRevApplied.16.064051,WOS
1738,0.024364512,0.78072077,0.024365053,0.024362417,0.024362154,0.024363713,0.024363752,0.024365058,0.024367547,0.024365025,2064,2,0.78072077,Yu et al. (2020),Entanglement of two quantum memories via fibres over dozens of kilometres,NATURE,10.1038/s41586-020-1976-7,http://dx.doi.org/10.1038/s41586-020-1976-7,WOS
1739,0.02051767,0.020516718,0.020519549,0.815331578,0.02051614,0.020519471,0.020518545,0.02052195,0.020520363,0.020518035,2065,4,0.815331578,Alam et al. (2019),Addressing Temporal Variations in Qubit Quality Metrics for Parameterized Quantum Circuits,2019 IEEE/ACM INTERNATIONAL SYMPOSIUM ON LOW POWER ELECTRONICS AND DESIGN (ISLPED),,,WOS
1740,0.01837486,0.018379323,0.018373115,0.018370807,0.018372254,0.018373344,0.018371277,0.018372618,0.018373752,0.834638655,2066,10,0.834638655,Majety et al. (2022),Quantum information processing with integrated silicon carbide photonics,JOURNAL OF APPLIED PHYSICS,10.1063/5.0077045,http://dx.doi.org/10.1063/5.0077045,WOS
1741,0.020594722,0.814641178,0.020595968,0.020594807,0.020595558,0.020596255,0.020596506,0.020595031,0.020593744,0.020596249,2067,2,0.814641178,Alarcon et al. (2021),Few-Mode-Fiber Technology Fine-tunes Losses in Quantum Communication Systems,PHYSICAL REVIEW APPLIED,10.1103/PhysRevApplied.16.034018,http://dx.doi.org/10.1103/PhysRevApplied.16.034018,WOS
1742,0.01948504,0.019497309,0.01948645,0.019486498,0.019488987,0.019490173,0.019484755,0.019486213,0.824606121,0.019488472,2068,9,0.824606121,Acin et al. (2018),The quantum technologies roadmap: a European community view,NEW JOURNAL OF PHYSICS,10.1088/1367-2630/aad1ea,http://dx.doi.org/10.1088/1367-2630/aad1ea,WOS
1743,0.023516446,0.023515031,0.023515502,0.023518756,0.023515809,0.023518693,0.023517812,0.023518423,0.023513621,0.788349926,2069,10,0.788349926,Govindapriya & Periyasamy (2016),Nano Design Of Communication Parts With QCA Using Reversible Logic,PROCEEDINGS OF 2016 INTERNATIONAL CONFERENCE ON ADVANCED COMMUNICATION CONTROL AND COMPUTING TECHNOLOGIES (ICACCCT),,,WOS
1744,0.016961917,0.847328484,0.016962849,0.016966438,0.016964912,0.016963122,0.016962977,0.01696305,0.016962355,0.016963923,2070,2,0.847328484,Abobeih et al. (2022),Fault-tolerant operation of a logical qubit in a diamond quantum processor,NATURE,10.1038/s41586-022-04819-6,http://dx.doi.org/10.1038/s41586-022-04819-6,WOS
1745,0.018804032,0.018804533,0.830756187,0.018804455,0.018805064,0.018807177,0.018803261,0.018805102,0.018803127,0.018807055,2071,3,0.830756187,Gabbrielli et al. (2021),Mid-infrared homodyne balanced detector for quantum light characterization,OPTICS EXPRESS,10.1364/OE.420990,http://dx.doi.org/10.1364/OE.420990,WOS
1746,0.019313958,0.019326027,0.0193159,0.019314278,0.826155186,0.019316118,0.019313637,0.019314479,0.01931325,0.019317189,2072,5,0.826155186,Kogias et al. (2017),Unconditional security of entanglement-based continuous-variable quantum secret sharing,PHYSICAL REVIEW A,10.1103/PhysRevA.95.012315,http://dx.doi.org/10.1103/PhysRevA.95.012315,WOS
1747,0.023626694,0.787381172,0.023625048,0.023624778,0.023624439,0.023622666,0.023623804,0.023625566,0.023622146,0.023623664,2073,2,0.787381172,Wei et al. (2015),Deterministic generation of symmetric multi-qubit Dicke states: an application of quantum feedback control,IET CONTROL THEORY AND APPLICATIONS,10.1049/iet-cta.2014.1314,http://dx.doi.org/10.1049/iet-cta.2014.1314,WOS
1748,0.021988321,0.021996526,0.021993933,0.021995585,0.802085698,0.021988003,0.021988619,0.021986607,0.021987926,0.02198875,2074,5,0.802085698,Mousavi et al. (2021),The Cost Reduction of Distributed Quantum Factorization Circuits,INTERNATIONAL JOURNAL OF THEORETICAL PHYSICS,10.1007/s10773-021-04756-6,http://dx.doi.org/10.1007/s10773-021-04756-6,WOS
1749,0.024158806,0.024157384,0.024158865,0.024158351,0.024161847,0.782565653,0.024159828,0.024159387,0.024158826,0.02416105,2075,6,0.782565653,Routray et al. (2017),Quantum Cryptography for IoT: APerspective,2017 IEEE INTERNATIONAL CONFERENCE ON IOT AND ITS APPLICATIONS (IEEE ICIOT),,,WOS
1750,0.021921491,0.021922693,0.02192148,0.802697837,0.021920526,0.021922795,0.021920653,0.021925734,0.02192585,0.021920959,2076,4,0.802697837,Baker et al. (2020),Time-Sliced Quantum Circuit Partitioning for Modular Architectures,17TH ACM INTERNATIONAL CONFERENCE ON COMPUTING FRONTIERS 2020 (CF 2020),10.1145/3387902.3392617,http://dx.doi.org/10.1145/3387902.3392617,WOS
1751,0.74553138,0.028270483,0.028272215,0.028290223,0.028270792,0.028270876,0.028277854,0.028275279,0.028269012,0.028271861,2078,1,0.74553138,Naskar & Chaudhury (2016),Structural and spectroscopic studies of iodine dimer radical anion hydrated clusters: an approach using a combination of stochastic and quantum chemical methods,RSC ADVANCES,10.1039/c5ra19763e,http://dx.doi.org/10.1039/c5ra19763e,WOS
1752,0.021527667,0.021527573,0.021528855,0.021528402,0.02153236,0.806236565,0.021528961,0.021528302,0.021530138,0.021531187,2080,6,0.806236565,Yan et al. (2022),"TRUST, SECURITY AND PRIVACY OF 6G",IEEE NETWORK,10.1109/MNET.2022.9919737,http://dx.doi.org/10.1109/MNET.2022.9919737,WOS
1753,0.021357443,0.021356909,0.021356439,0.807781875,0.021358788,0.021356888,0.021356152,0.021361951,0.02135727,0.021356279,2081,4,0.807781875,Skolik et al. (2022),Quantum agents in the Gym: a variational quantum algorithm for deep Q-learning,QUANTUM,,,WOS
1754,0.022127418,0.02212715,0.022126958,0.022128196,0.800853968,0.022128664,0.022127237,0.022127764,0.022126207,0.022126425,2082,5,0.800853968,Pham et al. (2019),Quantum Key Distribution over Hybrid Fiber-Wireless System for Mobile Networks,SOICT 2019: PROCEEDINGS OF THE TENTH INTERNATIONAL SYMPOSIUM ON INFORMATION AND COMMUNICATION TECHNOLOGY,10.1145/3368926.3369670,http://dx.doi.org/10.1145/3368926.3369670,WOS
1755,0.031057786,0.720468998,0.031056194,0.031056449,0.03105667,0.031065652,0.031058684,0.03105863,0.031063568,0.031057363,2083,2,0.720468998,Wang et al. (2018),Silicon on Silicon Carbide Ring Resonators for Coupling to Color Centers,2018 CONFERENCE ON LASERS AND ELECTRO-OPTICS (CLEO),,,WOS
1756,0.021347303,0.021344053,0.021344507,0.021344384,0.021346442,0.807891607,0.021344563,0.021344449,0.021349128,0.02134355,2084,6,0.807891607,Li et al. (2020),A Scientometric Analysis of Global Terahertz Research by Web of Science Data,IEEE ACCESS,10.1109/ACCESS.2020.2981999,http://dx.doi.org/10.1109/ACCESS.2020.2981999,WOS
1757,0.018564148,0.018563794,0.018563362,0.018564533,0.018565359,0.018565202,0.01856632,0.832917035,0.018565662,0.018564558,2085,8,0.832917035,Tosic (2016),Position: Some Thoughts on the Future of Parallel Computing and Connectionist Massively Parallel Models,PROCEEDINGS OF 2016 FUTURE TECHNOLOGIES CONFERENCE (FTC),,,WOS
1758,0.028761584,0.028759351,0.028760955,0.741152525,0.028760128,0.028761536,0.028762178,0.02876237,0.028759189,0.028760184,2086,4,0.741152525,Anshu (2017),An upper bound on quantum capacity of unital quantum channels,2017 IEEE INFORMATION THEORY WORKSHOP (ITW),,,WOS
1759,0.018529437,0.018533783,0.018530101,0.833219588,0.018531591,0.018530972,0.018532895,0.018531037,0.018528169,0.01853244,2087,4,0.833219588,Miyamoto & Shiohara (2020),Reduction of qubits in a quantum algorithm for Monte Carlo simulation by a pseudo-random-number generator,PHYSICAL REVIEW A,10.1103/PhysRevA.102.022424,http://dx.doi.org/10.1103/PhysRevA.102.022424,WOS
1760,0.022006126,0.022009294,0.80193907,0.022006035,0.02200572,0.022007205,0.022005362,0.022007266,0.022004977,0.022008926,2088,3,0.80193907,Rottwitt et al. (2018),Nonlinear Optical Signal Processing and Generation of Quantum States using Intermodal Four-wave Mixing,2018 20TH ANNIVERSARY INTERNATIONAL CONFERENCE ON TRANSPARENT OPTICAL NETWORKS (ICTON),,,WOS
1761,0.017796379,0.017796803,0.017798044,0.017797159,0.017799411,0.839823306,0.017796513,0.017798018,0.017796302,0.017798085,2089,6,0.839823306,Elayan et al. (2020),Terahertz Band: The Last Piece of RF Spectrum Puzzle for Communication Systems,IEEE OPEN JOURNAL OF THE COMMUNICATIONS SOCIETY,10.1109/OJCOMS.2019.2953633,http://dx.doi.org/10.1109/OJCOMS.2019.2953633,WOS
1762,0.022702556,0.022705588,0.02270277,0.795680642,0.022700995,0.022700438,0.022702532,0.022702677,0.022700669,0.022701129,2090,4,0.795680642,Xu et al. (2015),Discrete Quantum-Behaved Particle Swarm Optimization for 2-D Maximum Entropic Multilevel Thresholding Image Segmentation,2015 CHINESE AUTOMATION CONGRESS (CAC),,,WOS
1763,0.021038385,0.021042615,0.02103857,0.021038862,0.021040026,0.021039275,0.021037351,0.810646534,0.021035846,0.021042544,2091,8,0.810646534,Siccardi & Adamatzky (2016),Quantum Actin Automata and Three-Valued Logics,IEEE JOURNAL ON EMERGING AND SELECTED TOPICS IN CIRCUITS AND SYSTEMS,10.1109/JETCAS.2016.2528722,http://dx.doi.org/10.1109/JETCAS.2016.2528722,WOS
1764,0.020738162,0.813350439,0.020736877,0.020739365,0.020738756,0.020741986,0.02073784,0.020739984,0.020738695,0.020737903,2092,2,0.813350439,Litinski et al. (2017),Combining Topological Hardware and Topological Software: Color-Code Quantum Computing with Topological Superconductor Networks,PHYSICAL REVIEW X,10.1103/PhysRevX.7.031048,http://dx.doi.org/10.1103/PhysRevX.7.031048,WOS
1765,0.024834713,0.776472092,0.024835316,0.024838416,0.024837567,0.024836279,0.024836324,0.02483746,0.024836363,0.024835484,2093,2,0.776472092,de Gois et al. (2021),General Method for Classicality Certification in the Prepare and Measure Scenario,PRX QUANTUM,10.1103/PRXQuantum2.030311,http://dx.doi.org/10.1103/PRXQuantum2.030311,WOS
1766,0.02231287,0.022310602,0.022311527,0.799195707,0.022310695,0.022311037,0.022312256,0.022314962,0.022309367,0.022311004,2094,4,0.799195707,Fontana et al. (2022),Non-trivial symmetries in quantum landscapes and their resilience to quantum noise,QUANTUM,,,WOS
1767,0.026390605,0.762523293,0.026385684,0.02638766,0.026386311,0.026385475,0.026384475,0.026386099,0.02638622,0.026384186,2095,2,0.762523293,Ji et al. (2017),Fusing atomic W states via quantum Zeno dynamics,SCIENTIFIC REPORTS,10.1038/s41598-017-01499-5,http://dx.doi.org/10.1038/s41598-017-01499-5,WOS
1768,0.020639813,0.020650648,0.020641493,0.020643113,0.020641658,0.020643178,0.020641381,0.02064052,0.020645702,0.814212501,2096,10,0.814212501,Cheng et al. (2021),Research Progress of Lithium Niobate Waveguide and Its Application in Quantum Information Technology,2021 PHOTONICS & ELECTROMAGNETICS RESEARCH SYMPOSIUM (PIERS 2021),10.1109/PIERS53385.2021.9694903,http://dx.doi.org/10.1109/PIERS53385.2021.9694903,WOS
1769,0.020397021,0.0203664,0.020370962,0.020368934,0.816655576,0.020372642,0.020366466,0.020369679,0.020363653,0.020368675,2097,5,0.816655576,Devi et al. (2021),MUX induced Ring oscillators for encrypted Nano communication via Quantum Dot Cellular Automata,NANO COMMUNICATION NETWORKS,10.1016/j.nancom.2020.100338,http://dx.doi.org/10.1016/j.nancom.2020.100338,WOS
